user_id,posts_per_week,likes_per_week,comments_per_week,shares_per_week,followers,following,avg_session_minutes,active_days_per_week,night_activity_ratio,video_watch_minutes,purchase_clicks_per_week,cluster,cluster_name,pca_1,pca_2
U100686,5,347,94,37,878,819,86.4,5,0.454,766.9,13,0,Night Owl,1.4134138899156532,1.49883156079439
U100687,4,507,108,44,633,1069,79.9,7,0.373,349.0,7,1,Content Creator,1.9581087757770081,-0.3343385045519668
U100688,3,191,44,18,441,243,60.9,3,0.28,354.7,9,2,Low-frequency Browser,-2.6829100482170323,0.09045428710415734
U100689,6,416,73,72,1391,703,49.6,3,0.523,334.6,14,3,Interactive User,0.6370674933714761,-1.187212873966993
U100690,3,423,79,75,4449,1114,73.0,5,0.485,436.3,7,1,Content Creator,2.066812436882586,-0.8855691041694316
U100691,1,111,25,11,791,515,40.4,4,0.315,48.2,6,2,Low-frequency Browser,-3.7289355056807842,-0.651687000799668
U100692,7,352,87,64,678,628,71.3,6,0.29,420.7,5,3,Interactive User,1.0020168560903617,-0.8160457918314387
U100693,3,236,36,3,693,89,41.3,1,0.751,476.85,7,2,Low-frequency Browser,-3.6807088130864845,0.14400539749005314
U100694,5,398,55,41,3078,601,50.1,2,0.58,653.6,7,3,Interactive User,-0.2907400393441009,-0.6723664393419972
U100695,0,153,24,0,526,687,66.2,3,0.416,386.8,5,2,Low-frequency Browser,-3.244500999320708,1.0260528747528466
U100696,2,84,45,37,441,1,18.7,1,0.253,101.4,6,2,Low-frequency Browser,-4.632508481668527,-1.970821951674104
U100697,1,132,28,25,693,976,66.5,3,0.16,560.0,4,2,Low-frequency Browser,-2.136477709254444,0.8537091605512117
U100698,8,499,77,42,3498,500,74.1,2,0.889,618.8,5,3,Interactive User,0.9721840049749845,-0.8373602003846454
U100699,4,318,66,47,2525,570,52.8,4,0.664,321.5,7,3,Interactive User,-0.5057557258040276,-0.8706802795019459
U100700,2,252,56,48,1290,794,93.1,5,0.463,480.3,9,0,Night Owl,-0.01138608119691796,1.3129222489717007
U100701,0,225,55,42,1986,895,46.3,5,0.577,246.6,14,0,Night Owl,-0.9387827359582425,0.27347430947078755
U100702,4,246,79,63,2593,681,31.5,2,0.409,201.9,3,3,Interactive User,-1.1966582024053558,-2.6470900574122984
U100703,4,346,57,80,1292,576,40.0,3,0.137,204.3,13,3,Interactive User,-0.5138142527105104,-1.8678503517821539
U100704,6,504,96,79,1404,957,103.4,6,0.459,625.4,8,1,Content Creator,3.1546440309092367,0.440764603868133
U100705,1,115,16,38,2114,503,64.6,3,0.692,267.3,3,2,Low-frequency Browser,-2.8640916742045275,0.24305629987351585
U100706,2,238,44,51,3829,380,35.9,2,0.442,397.1,4,2,Low-frequency Browser,-2.0203037139563373,-1.5731059345463352
U100707,3,347,88,52,599,935,74.9,6,0.848,311.9,6,0,Night Owl,0.6374030087556768,0.39822763454384946
U100708,2,170,22,25,598,557,72.7,3,0.86,445.9,9,2,Low-frequency Browser,-2.297869049431281,1.690629127820013
U100709,4,438,66,53,1242,838,66.6,5,0.078,518.6,12,3,Interactive User,0.9106253001452617,-0.2372430321893181
U100710,10,537,88,27,4327,822,77.8,4,0.807,489.3,12,1,Content Creator,2.5284920955434096,-0.8780118052041971
U100711,8,591,136,64,4449,862,83.2,5,0.456,371.0,4,1,Content Creator,3.5110421672247485,-2.4922803579711683
U100712,8,460,95,46,1318,511,45.6,2,0.407,184.1,5,3,Interactive User,-0.19641627877525641,-2.95759618670925
U100713,6,262,52,32,1574,327,57.2,4,0.303,433.7,2,2,Low-frequency Browser,-1.4135114289673336,-0.9907590850657386
U100714,3,393,56,63,1432,829,65.1,3,0.555,368.7,7,3,Interactive User,-0.12260044296163171,-0.5212199770990263
U100715,3,200,27,12,1309,209,35.6,2,0.325,335.1,1,2,Low-frequency Browser,-3.81867604894658,-1.2093276663144499
U100716,1,182,40,28,1035,371,48.3,1,0.349,409.5,6,2,Low-frequency Browser,-3.2725007763859755,-0.3318064548888959
U100717,6,459,110,52,988,1084,74.9,5,0.277,724.8,11,1,Content Creator,2.4479926102509015,0.17203447490185753
U100718,2,201,46,22,1475,590,62.1,4,0.411,548.6,0,2,Low-frequency Browser,-1.9839680892615759,0.2647388112793108
U100719,1,131,0,21,1946,237,56.2,2,0.833,442.8,9,2,Low-frequency Browser,-3.5584738047922184,1.1842199565390819
U100720,2,164,34,48,1214,594,80.6,4,0.255,481.1,10,0,Night Owl,-1.2378205046445387,1.0339515101882288
U100721,6,555,111,62,2459,1110,96.9,6,0.671,728.7,15,1,Content Creator,4.007444757870377,1.0120697542046644
U100722,1,121,2,20,288,113,25.1,1,0.074,60.0,6,2,Low-frequency Browser,-5.357882601723028,-1.5825653232780685
U100723,4,337,86,43,1438,861,57.2,2,0.694,445.7,2,3,Interactive User,-0.4997326129743154,-0.8955300631677705
U100724,2,174,59,37,1245,532,25.3,2,0.323,404.2,10,2,Low-frequency Browser,-2.441635395907618,-0.8459356813563345
U100725,4,347,56,57,728,910,57.3,6,0.366,248.5,3,3,Interactive User,-0.06950951041033494,-0.9293241624086853
U100726,4,293,74,49,1102,828,86.1,5,0.718,603.1,11,0,Night Owl,0.82294581700579,1.50829095552192
U100727,5,311,68,52,1379,846,93.9,5,0.637,761.8,10,0,Night Owl,1.315363948207122,1.7752469095708552
U100728,1,282,68,40,512,774,52.1,2,0.495,430.3,13,0,Night Owl,-1.312018425922429,0.27096676721512114
U100729,3,286,94,37,2184,668,31.1,2,0.345,238.7,1,3,Interactive User,-1.6037529037425968,-2.5862751077700534
U100730,6,278,51,45,457,514,82.7,4,0.581,427.7,10,0,Night Owl,-0.3721688259702239,0.6396950821585132
U100731,1,184,52,47,1574,642,66.6,4,0.187,516.4,13,0,Night Owl,-0.9934695320999334,0.7878173367441319
U100732,5,267,88,51,1766,420,100.0,5,0.812,673.3,7,0,Night Owl,0.7845296519002255,1.4566058733317127
U100733,1,276,51,44,629,1028,85.1,3,0.778,461.0,6,0,Night Owl,-0.6933369191815092,1.3127505144345475
U100734,5,233,54,38,335,575,79.4,5,0.847,509.6,6,0,Night Owl,-0.5913813986134288,1.287649834749782
U100735,3,352,77,37,1964,1143,56.4,4,0.162,312.6,10,3,Interactive User,0.25530240050220104,-0.982901408374378
U100736,6,407,91,63,2901,875,79.9,5,0.361,269.5,16,1,Content Creator,2.0997090542667225,-0.7990047859766598
U100737,3,233,47,52,2357,752,67.7,6,0.328,143.7,7,3,Interactive User,-0.46689014558427666,-0.6566032725034036
U100738,4,215,48,16,1932,171,68.7,1,0.513,431.5,4,2,Low-frequency Browser,-2.6730924125118984,-0.36861845795055315
U100739,2,197,42,38,2820,115,29.0,1,0.46,135.0,6,2,Low-frequency Browser,-3.4649155453879033,-2.088300508486047
U100740,7,372,57,43,1386,389,87.7,6,0.144,388.8,8,3,Interactive User,0.4605095105974705,-0.3430426818751219
U100741,7,498,92,58,3110,971,91.8,6,0.74,703.4,18,1,Content Creator,3.6261832810977115,1.1360501494275832
U100742,2,257,41,17,796,254,53.3,3,0.518,524.7,2,2,Low-frequency Browser,-2.811829274486658,0.1540920063935645
U100743,1,82,24,0,936,80,13.538,2,0.292,101.8,3,2,Low-frequency Browser,-5.47448093310895,-1.6169759834107738
U100744,4,346,51,61,2403,724,69.6,4,0.163,556.8,9,3,Interactive User,0.36618718781334364,-0.30307527202902884
U100745,8,411,92,43,919,538,109.9,6,0.512,807.8,8,1,Content Creator,2.129878667793074,1.4454998276313775
U100746,4,415,92,67,4449,748,79.7,6,0.385,731.1,6,1,Content Creator,2.309734175590127,-0.1853491829274201
U100747,4,297,60,43,1570,970,77.9,5,0.332,698.1,7,0,Night Owl,0.611149892299358,0.9011719043861754
U100748,5,312,49,61,2157,498,77.7,3,0.571,480.0,4,3,Interactive User,-0.3551681238918694,-0.3139443996191698
U100749,4,560,104,74,4449,794,56.0,2,0.459,266.1,9,3,Interactive User,1.5585005957471243,-2.775353632452939
U100750,1,216,72,47,2665,673,65.5,6,0.554,553.3,6,0,Night Owl,-0.21611346514194626,0.6812914467867949
U100751,2,284,44,50,4008,707,63.3,4,0.086,406.2,5,3,Interactive User,-0.5571461860685207,-1.070013726928958
U100752,2,132,28,38,587,273,60.8,2,0.691,453.2,1,2,Low-frequency Browser,-3.2663544660051542,0.415251098322048
U100753,5,394,100,58,4449,1133,89.8,7,0.324,424.4,7,1,Content Creator,2.928744221579356,-0.6715724228494886
U100754,7,553,113,59,1539,1088,87.7,7,0.361,526.8,13,1,Content Creator,3.6489255392502185,-0.0724574366585377
U100755,4,375,39,3,700,979,90.2,6,0.129,526.5,8,0,Night Owl,-0.011583861543971362,1.1501097154848803
U100756,8,481,116,60,861,687,76.0,2,0.485,549.0,7,3,Interactive User,1.48324933337582,-1.183203554645641
U100757,3,273,38,44,1607,725,86.5,5,0.615,524.9,6,0,Night Owl,-0.30916907805574884,1.2049966146996105
U100758,1,248,30,46,628,934,76.0,5,0.441,399.8,16,0,Night Owl,-0.5126803567028916,1.6667388552971207
U100759,4,235,41,44,1289,856,91.7,5,0.81,370.3,14,0,Night Owl,0.15351563302366197,1.714297095669377
U100760,4,387,100,61,567,1167,105.9,6,0.346,787.2,14,1,Content Creator,2.8443676051181894,2.0312767128511893
U100761,3,279,46,74,3075,707,90.8,5,0.809,887.1,7,0,Night Owl,1.1044948666765502,2.0135248057175006
U100762,4,475,77,69,3795,834,93.0,6,0.458,490.5,7,1,Content Creator,2.302958321821025,-0.24739120559866482
U100763,8,527,112,55,4449,524,79.7,6,0.282,323.6,13,1,Content Creator,2.87444584166761,-1.8380001191541253
U100764,5,351,73,58,889,640,68.8,5,0.073,192.6,3,3,Interactive User,-0.12795453921724884,-1.7029254649637768
U100765,1,197,45,26,2154,640,64.4,2,0.584,424.2,7,2,Low-frequency Browser,-2.0791828053774437,0.3506455301068914
U100766,1,308,57,24,393,913,65.4,4,0.645,609.4,13,0,Night Owl,-0.6514621624705718,1.76746627328829
U100767,2,202,51,28,1320,599,42.7,3,0.354,203.9,8,2,Low-frequency Browser,-2.3491789429565677,-0.8809037711727282
U100768,0,154,13,12,468,624,42.1,2,0.447,293.3,11,2,Low-frequency Browser,-3.6772717841665727,0.5042503045915148
U100769,4,400,73,54,1771,1120,105.7,6,0.645,785.6,4,1,Content Creator,2.143516033159373,1.7088036916036584
U100770,10,594,127,80,2010,925,112.1,6,0.234,700.6,9,1,Content Creator,4.775633322921412,-0.45128354881821775
U100771,4,317,67,65,1498,883,74.5,6,0.377,526.7,12,0,Night Owl,1.2001031343933366,0.6160872409946375
U100772,5,328,89,62,980,679,76.6,6,0.593,138.8,3,3,Interactive User,0.4498553148300689,-0.9901338555638365
U100773,7,426,138,77,2239,1293,107.0,6,0.869,794.3,6,1,Content Creator,4.379983886828743,0.9827415742979666
U100774,0,174,25,17,2267,534,81.3,4,0.91,801.2,5,0,Night Owl,-1.8214987142053676,2.726504008244186
U100775,5,387,81,21,1761,1002,67.9,4,0.04,432.3,8,3,Interactive User,0.41737207946750604,-0.8908669931664548
U100776,3,308,4,24,1913,226,55.2,3,0.094,285.2,4,2,Low-frequency Browser,-2.876216213721807,-1.0940161237980237
U100777,7,490,91,47,2742,857,79.1,5,0.535,381.7,6,1,Content Creator,1.8623542929025612,-1.1131865852193743
U100778,5,484,82,69,1205,763,52.6,4,0.439,318.7,2,3,Interactive User,0.5087836924629808,-1.9635296352177656
U100779,2,270,42,59,1191,632,55.8,1,0.523,440.2,11,2,Low-frequency Browser,-1.529746637120389,-0.048726198251551785
U100780,0,71,67,36,1188,776,77.6,4,0.67,796.3,13,0,Night Owl,-0.8711383987733019,2.874448122189348
U100781,2,233,47,9,998,481,69.8,4,0.466,530.3,3,2,Low-frequency Browser,-2.0930740230006943,0.7638612266840108
U100782,5,382,119,49,1046,1056,112.1,7,0.689,809.5,9,1,Content Creator,3.0928471597489997,2.173413991527207
U100783,4,406,81,79,2607,837,62.7,6,0.338,293.9,16,1,Content Creator,1.8086601437616765,-0.7510618307942845
U100784,3,263,78,64,1264,801,82.2,3,0.788,422.5,3,0,Night Owl,-0.1572768468694139,0.17699374107963228
U100785,2,250,62,37,609,605,68.8,4,0.783,599.4,7,0,Night Owl,-1.0129874252615236,1.348168547594643
U100786,4,318,90,21,1357,829,61.9,4,0.339,369.9,4,3,Interactive User,-0.4648577580234362,-0.8471337243635775
U100787,4,219,53,31,4449,420,71.8,3,0.548,598.3,4,3,Interactive User,-0.8580321730127142,-0.14851817175659907
U100788,4,213,37,28,626,326,50.1,2,0.052,200.8,0,2,Low-frequency Browser,-3.207937728683603,-1.8411616388898173
U100789,2,75,29,18,498,501,63.4,3,0.677,440.9,7,2,Low-frequency Browser,-2.9690630798745152,1.3003966416938977
U100790,3,239,63,23,477,643,71.9,3,0.311,414.8,6,2,Low-frequency Browser,-1.543558698647079,0.12509480802165496
U100791,1,127,67,27,633,607,73.0,2,0.748,441.2,4,2,Low-frequency Browser,-2.318299149951244,0.8856974350260083
U100792,5,388,73,49,4449,930,77.4,5,0.366,462.4,4,3,Interactive User,1.4313170723380293,-1.0275832417622282
U100793,5,412,102,35,996,937,75.8,4,0.125,522.8,6,3,Interactive User,0.9030743301614763,-0.6622861231802586
U100794,1,191,21,43,1379,540,35.3,1,0.434,322.7,1,2,Low-frequency Browser,-3.458165573545713,-1.117491795909667
U100795,7,462,79,73,2439,757,80.2,4,0.608,400.3,11,1,Content Creator,1.907954536907476,-0.732110102725552
U100796,2,271,51,41,1403,981,85.3,6,0.803,595.1,7,0,Night Owl,0.30045552159731603,1.9581246531633734
U100797,3,247,67,59,462,973,74.1,6,0.36,374.8,7,0,Night Owl,0.24450340581859648,0.3814909308829033
U100798,5,339,65,67,1469,863,84.6,6,0.357,695.3,2,1,Content Creator,1.2695611156216937,0.45708141592632745
U100799,4,380,95,90,1408,1165,43.3,5,0.245,455.9,9,3,Interactive User,1.6691344524769725,-1.3049880372182416
U100800,2,181,50,36,640,526,71.7,3,0.45,615.9,9,0,Night Owl,-1.5949974567384222,1.2652531563294793
U100801,4,226,62,52,3438,469,69.5,3,0.86,683.5,16,0,Night Owl,0.1313098983438343,1.226278862900119
U100802,6,496,87,52,3471,857,80.2,5,0.392,692.8,4,1,Content Creator,2.1694735886023016,-0.5864307582109871
U100803,5,463,68,62,4449,739,102.9,4,0.392,597.1,14,1,Content Creator,2.332773657569341,0.2552448373411175
U100804,7,392,75,65,1144,539,87.4,6,0.364,487.8,14,1,Content Creator,1.6827994831153932,0.3386933530261434
U100805,3,436,94,73,2910,931,82.1,6,0.914,249.6,8,1,Content Creator,1.9337764537223114,-0.2830887800014563
U100806,0,234,49,41,3912,905,51.3,4,0.27,421.3,9,3,Interactive User,-0.8049240419578257,-0.367271208117063
U100807,1,150,29,32,712,65,49.8,1,0.625,325.1,1,2,Low-frequency Browser,-4.217819463861095,-0.37877835104582686
U100808,5,345,111,78,2856,1045,87.3,3,0.257,509.0,13,1,Content Creator,2.306968567563522,-0.5562481016726994
U100809,4,345,106,27,1799,808,70.9,5,0.132,453.8,7,3,Interactive User,0.5493007014804893,-0.6555598311914579
U100810,6,361,61,21,1140,615,81.2,4,0.714,609.1,11,0,Night Owl,0.13795442096243618,1.133041444962973
U100811,2,339,96,64,1014,680,43.1,3,0.628,257.7,5,3,Interactive User,-0.7095960792316716,-1.432683625345336
U100812,5,484,87,45,1574,891,58.9,6,0.72,314.7,4,3,Interactive User,1.0414723300864557,-0.9666323553114622
U100813,4,355,81,10,193,810,62.6,2,0.485,596.0,7,0,Night Owl,-0.9117530482790325,0.22370437925580275
U100814,9,585,139,67,1936,995,74.6,4,0.295,492.2,14,1,Content Creator,3.659183298120143,-1.617104150596715
U100815,4,329,48,64,1621,795,61.9,5,0.333,387.0,11,3,Interactive User,0.27467762162115805,-0.23978563005665443
U100816,0,104,22,34,546,419,63.0,3,0.694,480.8,3,2,Low-frequency Browser,-3.2407490491858844,1.2487686340077457
U100817,1,197,22,74,3217,500,69.0,4,0.541,413.1,3,2,Low-frequency Browser,-1.2848186624960487,-0.025052048348626572
U100818,9,519,97,76,1586,1076,86.3,5,0.739,594.5,9,1,Content Creator,3.375276437094999,-0.16420438360147882
U100819,1,195,58,49,2118,571,66.7,2,0.592,508.8,4,2,Low-frequency Browser,-1.6398335523704115,0.16891928331862385
U100820,6,378,112,45,3618,636,83.1,3,0.627,884.9,7,1,Content Creator,1.725819485871516,0.2545713980983884
U100821,6,392,82,50,927,889,99.5,6,0.591,671.8,12,1,Content Creator,2.1246503377087618,1.5798582720439394
U100822,4,357,76,30,817,384,70.3,2,0.364,426.6,17,0,Night Owl,-0.7292446990024737,0.12317685027984275
U100823,1,172,51,23,302,413,37.7,1,0.391,67.2,6,2,Low-frequency Browser,-3.8607286122779074,-1.3508070059072488
U100824,0,56,15,22,1048,190,46.5,1,0.395,252.1,5,2,Low-frequency Browser,-4.746908805993159,-0.2122359297033441
U100825,2,214,35,30,1137,519,71.5,3,0.58,697.8,13,0,Night Owl,-1.4207850719970962,1.9150840791257802
U100826,3,339,69,57,1746,789,76.2,4,0.524,612.3,3,0,Night Owl,0.24265182529908494,0.22984221613558176
U100827,1,102,25,21,1353,164,34.6,3,0.5,206.4,2,2,Low-frequency Browser,-4.247970579068998,-0.7691467768110652
U100828,4,365,96,84,1710,960,102.2,5,0.434,623.5,12,1,Content Creator,2.5135372314308824,0.9464163246486249
U100829,2,129,38,3,262,331,56.0,1,0.141,575.1,4,2,Low-frequency Browser,-3.75439857343028,0.2624335939429562
U100830,5,498,106,59,3334,1094,64.3,5,0.321,252.3,2,3,Interactive User,1.877559090250336,-2.4307709050171984
U100831,7,502,99,65,4203,939,89.2,7,0.362,785.7,15,1,Content Creator,4.118324959199609,0.40498824755232926
U100832,1,173,26,40,763,760,32.4,2,0.454,68.4,5,2,Low-frequency Browser,-3.252664390508475,-1.2604025826496852
U100833,6,334,91,38,2137,560,83.4,4,0.429,584.8,2,3,Interactive User,0.4295792194170896,-0.39712644581171946
U100834,1,236,25,31,2608,618,78.8,3,0.676,451.7,9,0,Night Owl,-1.530394934083918,1.104860624290462
U100835,3,330,76,33,1965,653,46.4,2,0.807,90.4,8,3,Interactive User,-1.4212109869568754,-1.4528383554018878
U100836,4,265,72,58,1226,697,68.1,3,0.251,442.4,10,3,Interactive User,-0.23868899542141012,-0.35265147669508273
U100837,6,411,94,91,877,1195,110.4,7,0.269,767.7,13,1,Content Creator,3.9328551285847664,1.5346114177272752
U100838,5,401,69,74,1190,810,95.3,7,0.268,565.6,6,1,Content Creator,1.9085606094387444,0.4750117650831111
U100839,2,299,87,42,1253,552,71.1,4,0.43,530.2,10,0,Night Owl,-0.31619287134016866,0.45961087843554504
U100840,2,348,78,91,4449,1338,104.8,7,0.698,572.0,10,1,Content Creator,3.4240022277358086,1.2205136895670452
U100841,2,336,48,52,839,788,45.2,5,0.064,172.4,1,3,Interactive User,-1.31556430618081,-1.7659562673399642
U100842,8,577,144,88,2305,1279,103.8,7,0.566,697.2,9,1,Content Creator,5.437813550479925,-0.001186046707594486
U100843,2,195,32,48,595,855,77.5,3,0.31,698.9,5,0,Night Owl,-1.1648122375231211,1.2934831053931934
U100844,3,254,18,32,840,611,77.8,4,0.688,652.5,10,0,Night Owl,-1.1503187827912011,2.0162188965112615
U100845,6,420,82,41,1550,814,46.2,4,0.353,243.1,7,3,Interactive User,0.1649392419515318,-1.9372220674010252
U100846,4,446,85,74,565,1214,102.6,7,0.33,427.6,9,1,Content Creator,2.6452741474362496,0.6471662972700523
U100847,4,385,89,41,1668,1130,70.6,5,0.783,421.6,3,3,Interactive User,0.9226814693114707,-0.14734660968826968
U100848,7,359,80,35,2021,621,62.7,3,0.6,129.8,2,3,Interactive User,-0.48601659768617445,-2.103091440635595
U100849,6,386,87,33,4449,753,88.2,6,0.686,612.0,17,1,Content Creator,2.3986369034705106,0.9189799225317825
U100850,5,423,91,68,1260,1061,71.1,3,0.399,433.1,11,3,Interactive User,1.4306547726431353,-0.6844693853241128
U100851,6,404,30,38,2968,395,54.6,3,0.517,141.7,11,3,Interactive User,-0.929777914723983,-1.584436185870181
U100852,9,571,138,51,3087,1111,93.6,6,0.159,541.5,10,1,Content Creator,4.279043773457968,-1.2585285672692
U100853,7,546,121,104,2546,1022,76.8,5,0.798,510.5,5,1,Content Creator,3.6597076042919405,-1.255355010896296
U100854,2,245,83,39,1046,976,79.7,4,0.671,390.6,4,0,Night Owl,-0.33935787845498844,0.47571987772121044
U100855,10,530,134,63,1115,791,93.4,3,0.694,660.8,12,1,Content Creator,3.246559981110302,-0.27266099055990833
U100856,3,296,69,51,567,832,41.0,6,0.392,154.1,1,3,Interactive User,-0.8773752019498616,-1.490250148406112
U100857,6,340,55,63,2539,309,90.5,5,0.849,280.8,7,3,Interactive User,0.3511095886829391,-0.09488481098188724
U100858,2,150,23,23,989,375,60.9,1,0.394,316.1,13,2,Low-frequency Browser,-3.1405472403381545,0.37040699311256176
U100859,4,381,59,49,707,582,96.4,5,0.501,490.3,8,0,Night Owl,0.3653991832865228,0.9243923659544276
U100860,2,122,25,24,2882,416,69.8,2,0.916,527.9,2,2,Low-frequency Browser,-2.6474965078544015,0.8742317633447867
U100861,1,278,81,58,690,799,56.2,2,1.0,359.9,4,0,Night Owl,-1.174923325877947,-0.06025091047650433
U100862,2,234,57,68,2328,719,72.9,4,0.726,449.5,12,0,Night Owl,-0.006203428574886518,0.7945536248611157
U100863,6,417,76,60,1987,787,70.0,5,0.631,583.6,8,1,Content Creator,1.4414889088403993,-0.04525108221555837
U100864,4,278,49,34,906,439,86.5,3,0.495,665.7,8,0,Night Owl,-0.8733542558924519,1.234161889753336
U100865,5,403,96,42,1293,972,79.7,5,0.64,463.6,6,1,Content Creator,1.2534570914826342,0.025089413932678623
U100866,1,204,49,41,697,550,42.1,2,0.531,335.2,3,2,Low-frequency Browser,-2.7755498772470633,-0.621507845434498
U100867,2,209,48,44,944,618,55.6,3,0.486,261.2,7,2,Low-frequency Browser,-1.9322527294113208,-0.34106985282877456
U100868,2,267,74,58,2291,770,76.7,3,0.71,599.0,1,0,Night Owl,-0.2648233400012269,0.2706352361068509
U100869,3,227,47,33,1687,884,61.0,5,0.693,460.7,11,0,Night Owl,-0.4985932461410037,0.9863352041591397
U100870,3,354,29,38,4110,727,70.9,5,0.681,491.5,7,0,Night Owl,0.011380126006257024,0.30441845707502874
U100871,1,126,11,48,930,300,51.2,2,0.309,379.1,7,2,Low-frequency Browser,-3.366064740611927,0.03875586245564763
U100872,5,282,61,32,905,566,87.1,5,0.624,543.2,11,0,Night Owl,0.02200178708580072,1.3697713056873386
U100873,8,435,96,29,1098,451,52.1,4,0.762,464.4,5,3,Interactive User,0.17914844498706917,-1.0774361081628694
U100874,1,163,12,29,1792,270,24.7,1,0.396,216.3,2,2,Low-frequency Browser,-4.420011150913439,-1.5479240662659075
U100875,0,116,26,33,678,191,44.4,1,0.631,310.4,8,2,Low-frequency Browser,-4.10777599236767,0.18081054946483074
U100876,3,333,65,56,1744,645,63.3,5,0.266,284.9,4,3,Interactive User,-0.36175913737454357,-1.0786853674063646
U100877,2,299,60,24,957,513,72.3,3,0.371,453.4,5,2,Low-frequency Browser,-1.595549174308097,0.13056794303453814
U100878,1,119,26,19,795,491,71.0,4,0.726,436.9,3,2,Low-frequency Browser,-2.8149712243404283,1.3807334772010202
U100879,3,303,31,19,1937,590,76.4,4,0.54,545.0,9,0,Night Owl,-1.0438943443235398,1.0665673442864643
U100880,2,274,67,64,2167,884,63.4,5,0.634,245.6,2,3,Interactive User,-0.23532535527329304,-0.7203340040768036
U100881,5,391,105,89,1344,915,105.7,6,0.242,774.6,9,1,Content Creator,3.090940078826841,0.9260283398566522
U100882,2,221,48,17,1576,353,50.2,2,0.638,328.1,6,2,Low-frequency Browser,-2.82787492942472,-0.31614882823833074
U100883,6,413,90,44,1976,606,54.5,2,0.541,161.9,6,3,Interactive User,-0.31987468524794577,-2.293000736506694
U100884,3,322,78,34,2657,735,48.2,2,0.559,137.5,5,3,Interactive User,-1.2311069802600698,-1.9362628562489592
U100885,5,363,68,82,1691,1000,69.6,5,0.45,213.5,3,3,Interactive User,0.9543907202235049,-1.4048200466017853
U100886,3,320,71,20,2213,865,109.2,6,0.641,769.4,15,0,Night Owl,1.4204269047642095,2.898489136247535
U100887,4,308,47,53,695,573,80.1,3,0.172,603.2,6,0,Night Owl,-0.6239036528999644,0.2482733115311365
U100888,1,197,41,42,1194,389,67.9,1,0.354,375.3,4,2,Low-frequency Browser,-2.764031927135525,-0.2715894960202267
U100889,2,238,65,47,326,665,35.6,1,0.36,207.7,4,2,Low-frequency Browser,-2.534945654661555,-1.6946723326482316
U100890,2,191,38,44,916,772,89.1,2,0.754,686.9,10,0,Night Owl,-1.006882369548244,2.192676392996449
U100891,2,260,60,67,3313,788,41.5,4,0.273,285.7,5,3,Interactive User,-0.6046655846253458,-1.7194764686685189
U100892,2,200,57,52,959,687,64.4,3,0.423,221.1,8,2,Low-frequency Browser,-1.4856259622972863,-0.36364538154781095
U100893,2,269,80,62,1365,852,90.0,4,0.277,662.8,12,0,Night Owl,0.7624603924784116,1.2270730683656113
U100894,0,151,15,48,622,478,70.4,2,0.562,579.2,10,2,Low-frequency Browser,-2.53642471724601,1.7076279078871892
U100895,2,402,43,92,3165,918,102.7,6,0.322,783.1,8,1,Content Creator,2.1976459336894285,1.363188580109096
U100896,4,296,80,42,948,757,61.0,2,0.264,566.3,7,3,Interactive User,-0.5806229167821142,-0.448218525725908
U100897,5,379,26,35,832,414,42.6,2,0.095,254.5,1,2,Low-frequency Browser,-2.39827399129189,-2.212670863620529
U100898,3,149,44,31,764,685,83.8,6,0.467,403.4,5,0,Night Owl,-1.087088199827374,1.1777441575981613
U100899,3,303,83,52,3390,913,36.1,2,0.227,149.7,1,3,Interactive User,-0.9090220283596121,-3.1319103994897235
U100900,5,508,103,61,4071,788,63.2,5,0.349,533.8,2,3,Interactive User,1.928481811791939,-1.865808321848578
U100901,8,421,72,56,700,564,100.3,5,0.846,476.85,6,1,Content Creator,1.3185045399478676,0.5460323739903733
U100902,5,314,69,52,2089,514,76.3,4,0.141,347.0,4,3,Interactive User,-0.21319096683662755,-1.2107147615882496
U100903,3,399,93,91,2401,1234,97.5,6,0.809,670.2,18,1,Content Creator,3.5556345134033114,1.9222295697818008
U100904,6,408,61,71,3165,657,45.8,4,0.491,170.7,7,3,Interactive User,0.3699848408803855,-2.368731253703074
U100905,3,308,84,65,871,1155,96.7,7,0.806,594.4,12,1,Content Creator,2.1411168247771952,2.20272908934142
U100906,3,324,85,57,2980,892,89.0,4,0.502,769.1,6,1,Content Creator,1.2885456892034832,0.7963051045379655
U100907,5,248,48,26,4449,455,59.2,2,0.294,494.3,2,3,Interactive User,-1.3388454286208413,-1.435234188201604
U100908,2,153,45,30,676,374,64.7,4,0.351,399.4,4,2,Low-frequency Browser,-2.421905019911066,0.28476752261320765
U100909,1,260,40,25,1404,727,51.6,2,0.453,210.4,10,2,Low-frequency Browser,-2.2863865194669555,-0.4194968219924267
U100910,3,358,74,48,921,665,62.9,3,0.528,556.8,13,0,Night Owl,-0.12044130334267988,0.4351907277721976
U100911,3,305,69,69,1105,917,52.5,5,0.276,80.5,6,3,Interactive User,-0.23045886846780866,-1.6300126694768444
U100912,5,415,99,74,3487,773,97.1,6,0.549,630.3,12,1,Content Creator,2.9383352726784437,0.5342926842489105
U100913,3,286,53,37,1263,607,68.1,2,0.139,695.2,10,0,Night Owl,-0.9706939463385527,0.43029834022326025
U100914,4,397,72,64,1663,1186,72.0,6,0.692,279.5,5,3,Interactive User,1.3472481258889648,-0.3878961370890213
U100915,3,324,70,78,1150,863,87.0,6,0.535,472.7,3,0,Night Owl,0.961446950080886,0.40743850456299335
